Index,Data available as of 15 Jauary 2014?,Data.Downloaded,CatalogID,LocID,iso.code,CountryName.UN,CountryName.DHS,StartYear,EndYear,Type,Phase,Recode,SurveyName,ShortName,Survey code,Name for labels,StartDate,EndDate,RefDate,ImplementingOrg,OfficialName,Births.Recode,Births.Raw,Couples.Recode,HH.Recode,HH.Raw,Height/WeightScores,Individual.Recode,Individual.Raw,Childrens.Recode,Childrens.Raw,Male.Recode,Male.Raw,HHMember.Recode,HHMember.Raw,Verbal.Autopsy,HIVTestData,Other Biomarkers,Wealth.Index,Service.Availability,Other,Download notes,Sample.Type.Female,Sample.Type.Male,Sample.Size.HH,Sample.Size.Female,Sample.Size.Male,Sample.Age.Female,Sample.Age.Male,Deaths.HH,Deaths.Causes,Verbal.Autopsy,Sibling.Female,Sibling.Male,Orphanhood.Female,Orphanhood.Male,Pregnancy.History,Health.Expenditures,Maternal.Mortality,Micronutrients,Migration,AIDS.Test,Geography,Availability,Child mort processed,Child mort indirect only,Siblings processed,PregRelCode,PregRelCode notes,Status,Survey Characteristics,Updated by,Updated on,Notes,Report citation
3110,Yes,Y,4696,800,UGA,Uganda,Uganda,2009,2009,MIS,DHS-V,DHS-V,Uganda 2009 Malaria Indicator Survey,2009 MIS,ug5h,Uganda 2009 MIS,15/11/2009,15/01/2010,15/12/2009,"Uganda Bureau of Statistics (UBOS), the Uganda Malaria Surveillance Project Molecular Laboratory at Mulago Hospital, and the National Malaria Control Programme of the Uganda Ministry of Health",,ugbr5h,NA,NA,ughr5h,NA,NA,ugir5h,NA,ugkr5h,NA,NA,NA,ugpr5h,NA,NA,NA,NA,NA,NA,NA,,All Women,None,4421,4134,NA,15 to 49,NA,,,N,N,N,,,,,N,,,,Y,,Y,,NA,,,,,,,,
3120,Yes,Y,5076,800,UGA,Uganda,Uganda,2011,2011,Standard AIS,DHS-VI,DHS-VI,Uganda 2011 AIDS Indicator Survey,2011 AIS,,Uganda 2011 AIS,15/02/2011,15/09/2011,01/06/2011,Uganda Bureau of Statistics,,NA,NA,NA,ughr6a,NA,NA,ugir6a,NA,ugkr6a,NA,NA,NA,ugpr6a,NA,NA,ugar6a,NA,NA,NA,ugod6a,,All Women,All Men,11340,12153,9588,15 to 49,15 to 59,,,N,N,N,,,,,N,,,Y,Y,no birth recode file,N,Y,NA,,,,,,,,
3130,Yes,Y,5072,800,UGA,Uganda,Uganda,2011,2011,Standard DHS,DHS-VI,DHS-VI,Uganda 2011 Demographic and Health Survey,2011 DHS,ug60,Uganda 2011  DHS,17/06/2011,09/12/2011,13/09/2011,Uganda Bureau of Statistics,,ugbr60,NA,ugcr60,ughr60,NA,NA,ugir60,NA,ugkr60,NA,ugmr60,NA,ugpr60,NA,NA,NA,NA,NA,NA,NA,,All Women,All Men,9033,8674,2295,15 to 49,15 to 54,,,N,Y,N,,,,,Y,,,,Y,,N,,Y,2;3;6,,,,,,,
3140,Yes but superceded by new release,Y,5781,800,UGA,Uganda,Uganda,2014,2015,MIS,DHS-VII,DHS-VI,Uganda 2014-2015 Malaria Indicator Survey,2014-2015 MIS,,Uganda 2014-2015 MIS,01/12/2014,31/01/2015,31/12/2014,Uganda Bureau of Statistics,2014-15 Uganda Malaria Indicator Survey,NA,NA,NA,ughr71,NA,NA,ugir71,NA,ugkr71,NA,NA,NA,ugpr71,NA,NA,NA,NA,NA,NA,NA,,All Women,None,5345,5322,,15 to 49,NA,,,N,N,N,,,,,N,,,,Y,,Y,,NA,,,,,SK,"November 6, 2015",,"Uganda Bureau of Statistics (UBOS) and ICF International (2015). Uganda Malaria Indicator Survey 2014-15. Kampala, Uganda, and Rockville, Maryland, USA: UBOS and ICF International. "
3150,Yes,Y,5781,800,UGA,Uganda,Uganda,2014,2015,MIS,DHS-VII,DHS-VI,Uganda 2014-2015 Malaria Indicator Survey,2014-2015 MIS,ug72,Uganda 2014-2015 MIS,01/12/2014,31/01/2015,31/12/2014,Uganda Bureau of Statistics,2014-15 Uganda Malaria Indicator Survey,NA,NA,NA,ughr72,NA,NA,ugir72,NA,ugkr72,NA,NA,NA,ugpr72,NA,NA,NA,NA,NA,NA,NA,,All Women,None,5345,5322,,15 to 49,NA,,,N,N,N,,,,,N,,,,Y,,Y,,NA,,,,,SK,"December 15, 2015","Corrections have been made to the Household and Individual Recode data file (UGIR71) on November 12, 2015. Certain geographical identifiers were removed to match GIS displacement and further protect confidentiality. The variables removed in the new version of the data (UGIR72) are as follows: SHCOUNTY, SHSUBCTY, SHPARISH, SHEA, SCOUNTY, SSUBCTY, SPARISH and SEA.","Uganda Bureau of Statistics (UBOS) and ICF International (2015). Uganda Malaria Indicator Survey 2014-15. Kampala, Uganda, and Rockville, Maryland, USA: UBOS and ICF International. "
3160,Yes,Y,170,804,UKR,Ukraine,Ukraine,2007,2007,Standard DHS,DHS-V,DHS-V,Ukraine 2007 Demographic and Health Survey,2007 DHS,ua50,Ukraine 2007 DHS,01/07/2007,28/11/2007,14/09/2007,Ukranian Center for Social Reforms (UCSR) in close collaboration with the Ukranian State Statistics Committee (,,uabr51,NA,uacr51,uahr51,NA,NA,uair51,NA,uakr51,NA,uamr51,NA,uapr51,NA,NA,NA,NA,NA,NA,NA,,All Women,All Men,13379,6841,3178,15 to 49,15 to 49,,,N,N,N,,,,,N,,,,,,Y,,NA,,,,,,,,
3170,Yes,Y,1678,834,TZA,United Republic of Tanzania,Tanzania,1991,1992,Standard DHS,DHS-II,DHS-II,United Republic of Tanzania 1992 Demographic and Health Survey,1992 DHS,tz21,United Republic of Tanzania 1992 DHS,10/10/1991,31/03/1992,04/01/1992,"Bureau of Statistics, Planning Comm.",,tzbr21,NA,tzcr21,tzhr21,NA,tzhw21,tzir21,tzir21,tzkr21,NA,tzmr21,NA,tzpr21,NA,NA,NA,NA,NA,tzsq21,NA,,All Women,All Men,8327,9238,2114,15 to 49,15 to 60,,,N,N,N,,,,,N,,,,,,Y,,NA,,,,,,,,
3180,Yes,Y,1677,834,TZA,United Republic of Tanzania,Tanzania,1994,1994,KAP,DHS-III,,Tanzania 1994 KAP,1994 KAP,,United Republic of Tanzania 1994 KAP,15/07/1994,15/09/1994,15/08/1994,"Bureau of Statistics, Planning Comm.",,tzhh31,NA,NA,NA,NA,NA,tziq31,NA,NA,NA,tzml31,NA,NA,NA,NA,NA,NA,NA,NA,NA,,All Women,All Men,4023,4225,2097,15 to 49,15 to 59,,,N,N,N,,,,,N,,,,,,NA,,NA,,,,,,,,
3190,Not in public domain,N,3342,834,TZA,United Republic of Tanzania,Tanzania,1995,1995,In Depth,DHS-III,,Tanzania 1995 In Depth,1995 In Depth,,United Republic of Tanzania 1995 In Depth,15/06/1995,15/10/1995,15/08/1995,,,,,,,,,,,,,,,,,,,,,,,,All Women,None,1488,2130,NA,15 to 49,NA,,,N,Y,N,,,,,Y,,,,,,NA,,N - DATA NOT IN PUBLIC DOMAIN,,,,,,,,
3200,Yes,Y,1679,834,TZA,United Republic of Tanzania,Tanzania,1996,1996,Standard DHS,DHS-III,DHS-III,United Republic of Tanzania 1996 Demographic and Health Survey,1996 DHS,tz3a,United Republic of Tanzania 1996 DHS,01/07/1996,15/11/1996,07/09/1996,"Bureau of Statistics, Planning Comm.",,tzbr3a,NA,tzcr3a,tzhr3a,NA,tzhw3a,tzir3a,tzir3a,tzkr3a,NA,tzmr3a,NA,tzpr3a,NA,NA,NA,NA,tzwi3a,NA,NA,,All Women,All Men,7969,8120,2256,15 to 49,15 to 59,,,N,Y,Y,,,,,Y,,,,,,Y,,Y,2;3;6,,,,,,,
3210,Yes,Y,831,834,TZA,United Republic of Tanzania,Tanzania,1999,1999,Standard DHS,DHS-IV,DHS-IV,United Republic of Tanzania 1999 Reproductive and Child Health Survey,1999 RCHS,tz41,United Republic of Tanzania 1999 Reprod DHS,01/09/1999,23/11/1999,13/10/1999,Nat. Bureau of Statistics,,tzbr41,NA,tzcr41,tzhr41,NA,tzhw41,tzir41,NA,tzkr41,NA,tzmr41,NA,tzpr41,NA,NA,NA,NA,tzwi41,NA,NA,,All Women,All Men,3615,4029,3542,15 to 49,15 to 59,,,N,N,N,,,,,N,,,,Y,,Y,,NA,,,,,,,,
3220,Yes,Y,2939,834,TZA,United Republic of Tanzania,Tanzania,2003,2004,Standard AIS,DHS-IV,DHS-V,Tanzania 2003-2004 AIDS Indicator Survey,2003-2004 AIS,tz4h,United Republic of Tanzania 2003-2004 AIS,15/12/2003,15/03/2004,29/01/2004,Nat. Bureau of Statistics,,NA,NA,NA,tzhr4a,NA,NA,tzir4a,NA,NA,NA,NA,NA,tzpr4a,NA,NA,tzar4a,NA,NA,NA,NA,,All Women,All Men,6499,6863,5659,15 to 49,15 to 49,,,N,N,N,,,,,N,,,Y,Y,has CEB/CS (both sexes only) and date of last birth,N - could not do standard processing,Y,NA,,,,,,,,
3230,Yes,Y,1838,834,TZA,United Republic of Tanzania,Tanzania,2004,2005,Standard DHS,DHS-IV,DHS-IV,United Republic of Tanzania 2004-2005 Demographic and Health Survey,2004-2005 DHS,tz4q,United Republic of Tanzania 2004-2005 DHS,08/10/2004,14/02/2005,11/12/2004,National Bureau of Statistics (NBS),,tzbr4i,NA,tzcr4i,tzhr4i,NA,tzhw4i,tzir4i,NA,tzkr4i,NA,tzmr4i,NA,tzpr4i,NA,NA,NA,NA,NA,NA,NA,,All Women,All Men,9735,10329,2635,15 to 49,15 to 49,,,N,Y,N,,,,,Y,,,,,,Y,,Y,2;3;6,,,,,,,
3240,Yes,Y,4485,834,TZA,United Republic of Tanzania,Tanzania,2007,2008,Standard AIS,DHS-V,DHS-V,Tanzania 2007-2008 AIDS Indicator Survey,2007-2008 AIS,tz51,United Republic of Tanzania 2007-2008 AIS,15/10/2007,15/02/2008,15/12/2007,National Bureau of Statistics (NBS),,tzbr51,NA,NA,tzhr51,NA,NA,tzir51,NA,tzkr51,NA,NA,NA,tzpr51,NA,NA,tzar51,NA,NA,NA,NA,,All Women,All Men,8497,9343,6975,15 to 49,15 to 49,,,N,N,N,,,,,N,,,Y,Y,,Y,,NA,,,,,SK,"October 15, 2015",Downloaded tzir51fl.dta (Individual woman file).,
3250,Yes,Y,4697,834,TZA,United Republic of Tanzania,Tanzania,2010,2010,Standard DHS,DHS-VI,DHS-V,United Republic of Tanzania 2010 Demographic and Health Survey,2010 DHS,tz60,United Republic of Tanzania 2010 DHS,18/12/2009,22/05/2010,06/03/2010,National Bureau of Statistics (NBS),,tzbr63,NA,tzcr63,tzhr63,NA,NA,tzir63,NA,tzkr63,NA,tzmr61,NA,tzpr63,NA,NA,NA,tzob61,NA,NA,,,All Women,All Men,9623,10139,2527,15 to 49,15 to 49,,,N,Y,N,,,,,Y,,,Y,Y,,Y,,Y,2;3;6,,,,,,,
3260,Yes,Y,5075,834,TZA,United Republic of Tanzania,Tanzania,2011,2012,Standard AIS,DHS-VI,DHS-VI,Tanzania 2011-2012 AIDS Indicator Survey,2011-2012 AIS,tz6a,United Republic of Tanzania 2011-2012 AIS,15/12/2011,15/05/2012,29/02/2012,National Bureau of Statistics (NBS),,tzbr6a,NA,NA,tzhr6a,NA,NA,tzir6a,NA,tzkr6a,NA,NA,NA,tzpr6a,NA,NA,tzar6a,NA,NA,NA,NA,,All Women,All Men,10040,10967,8352,15 to 49,15 to 49,,,N,N,N,,,,,N,,,,Y,,N - NOT YET AVAILABLE,,NA,,,,,,,,
3270,Yes,Y,5957,834,TZA,United Republic of Tanzania,Tanzania,2015,2015,Standard DHS,DHS-VII,DHS-VII,United Republic of Tanzania 2015-2016 Demographic and Health Survey (DHS),2015-2016 DHS,tz7h,United Republic of Tanzania 2015-2016 DHS,21/08/2015,13/02/2016,17/11/2015,National Bureau of Statistics (NBS),,tzbr7h,NA,tzcr7h,tzhr7h,NA,NA,tzir7h,NA,tzkr7h,NA,tzmr7h,NA,tzpr7h,NA,NA,,NA,NA,NA,tzfw7h,,All Women,All Men,12563,13266,3514,15 to 49,15 to 49,,,N,N,N,,,,,N,,,,Y,,,,,,,,,SK,"December 20, 2016",Other data: fieldworker data,"Ministry of Health, Community Development, Gender, Elderly and Children (MoHCDGEC) [Tanzania Mainland], Ministry of Health (MoH) [Zanzibar], National Bureau of Statistics (NBS), Office of the Chief Government Statistician (OCGS), and ICF. 2016. Tanzania Demographic and Health Survey and Malaria Indicator Survey (TDHS-MIS) 2015-16. Dar es Salaam, Tanzania, and Rockville, Maryland, USA: MoHCDGEC, MoH, NBS, OCGS, and ICF."
3280,Yes,Y,1781,860,UZB,Uzbekistan,Uzbekistan,1996,1996,Standard DHS,DHS-III,DHS-III,Uzbekistan 1996 Demographic and Health Survey,1996 DHS,uz31,Uzbekistan 1996 DHS,26/06/1996,12/10/1996,19/08/1996,Inst. of Obst. & Gynec./MOH,,uzbr31,NA,NA,uzhr31,NA,uzhw31,uzir31,NA,NA,uzkr31,NA,NA,uzpr31,NA,NA,NA,NA,uzwi31,NA,NA,,All Women,None,3703,4415,NA,15 to 49,NA,,,N,N,N,,,,,N,,,,,,Y,,NA,,,,,,,,
3290,Yes,Y,1809,860,UZB,Uzbekistan,Uzbekistan,2002,2002,Special,DHS-IV,,Uzbekistan 2002 Health Examination Survey,2002 Special,,Uzbekistan 2002 Special,15/09/2002,15/12/2005,30/04/2004,Center of the Ministry of Health of Uzbekistan and National Department of Statistics of Uzbekistan,,NA,NA,NA,uzhh49,NA,NA,uziq49,NA,NA,NA,uzml49,NA,NA,NA,NA,NA,NA,NA,NA,NA,,All Women,All Men,4168,5463,2333,15 to 49,15 to 59,,,N,N,N,,,,,N,,,,Y,raw files only,N - SPECIAL,,NA,,,,,,,,
3300,Yes,Y,1821,704,VNM,Viet Nam,Vietnam,1997,1997,Standard DHS,DHS-III,DHS-III,Viet Nam 1997 Demographic and Health Survey,1997 DHS,vn31,Viet Nam 1997 DHS,13/07/1997,23/09/1997,18/08/1997,Nat. Committee for Pop. and Fam. Plan.,,vnbr31,NA,vnhr31,vnhr31,NA,NA,vnir31,NA,vnkr31,NA,NA,NA,vnpr41,NA,NA,NA,NA,vnwi31,vnsq31,NA,,Ever Married,None,7001,5664,NA,15 to 49,NA,,,N,N,N,,,,,N,,,,,,Y,,NA,,,,,,,,
3310,Yes,Y,1743,704,VNM,Viet Nam,Vietnam,2002,2002,Standard DHS,DHS-IV,DHS-IV,Viet Nam 2002 Demographic and Health Survey,2002 DHS,vn41,Viet Nam 2002 DHS,30/09/2002,14/12/2002,15/06/1985,General Statistical Office,,vnbr41,NA,NA,vnhr41,NA,NA,vnir41,NA,vnkr41,NA,NA,NA,vnpr41,NA,NA,NA,NA,vnwi41,vnsq41,NA,,Ever Married,None,7048,5665,NA,15 to 49,NA,,,N,N,N,,,,,N,,,,,,Y,,NA,,,,,,,,
3320,Yes,Y,4467,704,VNM,Viet Nam,Vietnam,2005,2005,Standard AIS,DHS-V,DHS-V,Viet Nam 2005 AIDS Indicator Survey,2005 AIS,vn52,Viet Nam 2005 AIS,15/09/2005,15/12/2005,30/10/2005,National Institute for Hygience and Epidemiology GSO - General Statistical Office,,NA,NA,NA,vnhr52,NA,NA,vnir52,NA,NA,NA,NA,NA,vnpr53,NA,NA,vnar51,NA,NA,NA,NA,,All Women,All Men,6337,7289,6707,15 to 49,15 to 49,,,N,N,N,,,,,N,,,Y,,restricted data,N - RESTRICTED DATA,,NA,,,,,,,,
3330,Yes,Y,1703,887,YEM,Yemen,Yemen,1991,1992,Standard DHS,DHS-II,DHS-II,Yemen 1991-1992 Demographic and Health Survey,1991-1992 DHS,ye21,Yemen 1991-1992 DHS,16/11/1991,15/01/1992,16/12/1991,Central Statistical Organization,Demographic and Maternal and Child Health Survey,yebr21,NA,NA,yehr21,NA,yehw21,yeir21,NA,yekr21,NA,NA,NA,yepr21,NA,NA,NA,NA,NA,NA,yexr21 - children under 5,,Ever Married,None,12836,5687,NA,15 to 49,NA,,,N,N,N,,,,,N,,,,,,Y,,NA,,,,,,,,
3340,Restricted,N,1702,887,YEM,Yemen,Yemen,1997,1997,Standard DHS,DHS-III,DHS-III,Yemen 1997 Demographic and Health Survey,1997 DHS,,Yemen 1997 DHS,14/10/1997,15/12/1997,14/11/1997,Central Statistical Organization,Demographic and Maternal and Child Health Survey,,,,,,,NA,,,,,,,,,,,,,,,Ever Married,None,10701,10414,NA,15 to 49,NA,,,N,Y,NA,,,,,Y,,,,,restricted data,N - RESTRICTED DATA,,N - restricted data,,,,,,,,
3350,Yes,Y,5615,887,YEM,Yemen,Yemen,2013,2013,Standard DHS,DHS-VI,DHS-VI,Yemen 2013 Demographic and Health Survey,2013 DHS,ye61,Yemen 2013 DHS,20/08/2013,29/12/2013,25/10/2013,Ministry of Public Health and Population and Central Statistical Organization,Yemen National Health and Demographic Survey 2013,yebr61,,,yehr61,,,yeir61,,yekr61,NA,NA,NA,yepr61,NA,NA,NA,NA,NA,NA,,,All Women,None,17351,25434,NA,,,Y,,,YY,N,,,,,Y,,,,,,,,Y,2;3;6,,,,SK,15-Jul-15,,
3360,Yes,Y,1947,894,ZMB,Zambia,Zambia,1992,1992,Standard DHS,DHS-II,DHS-II,Zambia 1992 Demographic and Health Survey,1992 DHS,zm21,Zambia 1992 DHS,18/01/1992,21/05/1992,20/03/1992,University of Zambia,,zmbr21,NA,zmhr21,zmhr21,NA,zmhw21,zmir21,NA,zmkr21,NA,NA,NA,zmpr21,NA,NA,NA,NA,NA,NA,NA,,All Women,None,6209,7060,NA,15 to 49,NA,,,N,N,N,,,,,N,,,,,,Y,,NA,,,,,,,,
3370,Yes,Y,1699,894,ZMB,Zambia,Zambia,1996,1996,Standard DHS,DHS-III,DHS-III,Zambia 1996 Demographic and Health Survey,1996 DHS,zm31,Zambia 1996 DHS,18/07/1996,06/01/1997,12/10/1996,Central Statistical Office,,zmbr31,NA,zmcr31,zmhr31,NA,zmhw31,zmir31,NA,zmkr31,NA,zmmr31,NA,zmpr31,NA,NA,NA,NA,zmwi31,NA,NA,,All Women,All Men,7286,8021,1849,15 to 49,15 to 59,,,N,Y,N,,,,,Y,,,,,,Y,,Y,2;3;6,,,,,,,
3380,Yes,Y,1696,894,ZMB,Zambia,Zambia,2001,2002,Standard DHS,DHS-IV,DHS-IV,Zambia 2001-2002 Demographic and Health Survey,2001-2002 DHS,zm42,Zambia 2001-2002 DHS,08/11/2001,03/06/2002,20/02/2002,Central Statistical Office,,zmbr42,NA,zmcr42,zmhr42,NA,zmhw42,zmir42,NA,zmkr42,NA,zmmr41,NA,zmpr43,NA,NA,zmht41,NA,zmwi41,NA,NA,,All Women,All Men,7126,7658,2145,15 to 49,15 to 59,,,N,Y,N,,,,,Y,,,Y,,,Y,,Y,2;3;6,,,,,,,
3390,Yes,Y,645,894,ZMB,Zambia,Zambia,2007,2007,Standard DHS,DHS-V,DHS-V,Zambia 2007 Demographic and Health Survey,2007 DHS,zm50,Zambia 2007 DHS,03/04/2007,08/10/2007,06/07/2007,Central Statistical Office,,zmbr51,NA,zmcr52,zmhr51,NA,NA,zmir51,NA,zmkr51,NA,zmmr51,NA,zmpr51,NA,NA,zmar51,zmob51,NA,NA,NA,,All Women,All Men,7164,7146,6500,15 to 49,15 to 59,,,N,Y,Y,,,,,Y,,,Y,Y,,Y,,Y,2;3;6,,,,,,,
3400,Yes,Y,5659,894,ZMB,Zambia,Zambia,2013,2014,Standard DHS,DHS-VI,DHS-VI,Zambia 2013-2014 Demographic and Health Survey,2013-2014 DHS,zm60,Zambia 2013-2014 DHS,06/08/2013,16/04/2014,10/12/2013,Central Statistical Office,,zmbr61,,zmcr61,zmhr61,,,zmir61,,zmkr61,,zmmr61,,zmpr61,,,,,,,,,All Women,All Men,15920,16411 ,14773,15 to 49,15 to 59,,,,Y,Y,,,,,Y,,,,,,N - NOT YET AVAILABLE,,Y,2;3;6,,,,SK,"April 27, 2015",,
3410,Yes,Y,1697,716,ZWE,Zimbabwe,Zimbabwe,1988,1988,Standard DHS,DHS-I,DHS-I,Zimbabwe 1988 Demographic and Health Survey,1988 DHS,zw01,Zimbabwe 1988 DHS,15/09/1988,31/01/1989,23/11/1988,Central Statistical Office,,zwbr01,NA,NA,NA,zwhh01,zwhw01,zwir01,NA,zwkr01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,All Women,None,4107,4201,NA,15 to 49,NA,,,N,N,N,,,,,N,,,,,,Y,,NA,,,,,,,,
3420,Yes,Y,1701,716,ZWE,Zimbabwe,Zimbabwe,1994,1994,Standard DHS,DHS-III,DHS-III,Zimbabwe 1994 Demographic and Health Survey,1994 DHS,zw31,Zimbabwe 1994 DHS,18/07/1994,28/11/1994,22/09/1994,Central Statistical Office,,zwbr31,NA,zwcr31,zwhr31,NA,zwhw31,zwir31,NA,zwkr31,NA,zwmr31,NA,zwpr31,NA,NA,NA,NA,zwwi31,zwsq30,NA,,All Women,All Men,5984,6128,2141,15 to 49,15 to 54,,,N,Y,Y,,,,,Y,,,,,,Y,,Y,2;3;5,5 is died within six weeks after delivery,,,,,,
3430,Yes,Y,1700,716,ZWE,Zimbabwe,Zimbabwe,1999,1999,Standard DHS,DHS-IV,DHS-IV,Zimbabwe 1999 Demographic and Health Survey,1999 DHS,zw41,Zimbabwe 1999 DHS,17/08/1999,13/12/1999,15/10/1999,Central Statistical Office,,zwbr42,NA,zwcr41,zwhr42,NA,zwhw41,zwir42,NA,zwkr42,NA,zwmr41,NA,zwpr42,NA,NA,NA,NA,zwwi42,,,,All Women,All Men,6369,5907,2609,15 to 49,15 to 54,,,N,Y,N,,,,,Y,,,,Y,,Y,,Y,2;3;6,,,,,,,
3440,Yes,Y,1698,716,ZWE,Zimbabwe,Zimbabwe,2005,2006,Standard DHS,DHS-V,DHS-V,Zimbabwe 2005-2006 Demographic and Health Survey,2005-2006 DHS,zw52,Zimbabwe 2005-2006 DHS,02/08/2005,12/04/2006,06/12/2005,Central Statistical Office,,zwbr51,NA,zwcr52,zwhr51,NA,zwhw51,zwir52,NA,zwkr51,NA,zwmr51,NA,zwpr52,NA,NA,zwar51,NA,NA,NA,NA,,All Women,All Men,9285,8907,7175,15 to 49,15 to 54,,,N,Y,Y,,,,,Y,,,Y,Y,,Y,,N - Special,2;3;6,,,,SK,"December 20, 2016",Corrections have been made to the Individual Recode data file (ZWIR51). The changes implemented in the new version of the data (ZWIR52).,
3450,Yes,Y,5073,716,ZWE,Zimbabwe,Zimbabwe,2010,2011,Standard DHS,DHS-VI,DHS-VI,Zimbabwe 2010-2011 Demographic and Health Survey,2010-2011 DHS,zw62,Zimbabwe 2010-2011 DHS,29/09/2010,14/03/2011,21/12/2010,Central Statistical Office,,zwbr62,NA,zwcr62,zwhr62,NA,NA,zwir62,NA,zwkr62,NA,zwmr62,NA,zwpr62,NA,NA,zwar61,NA,NA,NA,NA,,All Women,All Men,9756,9171,7480,15 to 49,15 to 54,,,N,Y,N,,,,,Y,,,Y,Y,,Y,,Y,2;3;6,,,,,,,
3460,Yes,Y,5798,716,ZWE,Zimbabwe,Zimbabwe,2015,2015,Standard DHS,DHS-VII,DHS-VII,Zimbabwe 2015 Demographic and Health Survey,2015 DHS,zw70,Zimbabwe 2010-2011 DHS,06/07/2015,19/12/2015,27/09/2015,"Zimbabwe National Statistics Agency (ZIMSTAT), National Microbiology Reference Laboratory (NMRL) for the HIV component",2015 Zimbabwe Demographic and Health Survey (2015 ZDHS),zwbr70,NA,zwcr70,zwhr70,NA,NA,zwir70,NA,zwkr70,NA,zwmr70,NA,zwpr70,NA,NA,zwar70,NA,NA,NA,NA,,All Women,All Men,10534,9955,8396,15 to 49,15 to 54,,,N,YY,N,,,,,Y,,,Y,Y,,Y,,Y,2;3;6,,,,SK,"December 20, 2016",Other data: fieldworker data,
